109.94.32.0,109.94.63.255,8192,27/10/09,
109.106.64.0,109.106.95.255,8192,22/09/09,NordNet SA
109.190.0.0,109.190.255.255,65536,16/09/11,OVH SAS
109.203.64.0,109.203.95.255,8192,01/03/10,Neo Center Est SARL
109.208.0.0,109.223.255.255,1048576,07/10/09,Orange S.A.
109.236.192.0,109.236.207.255,4096,22/12/09,IRESS SASAU
109.237.240.0,109.237.255.255,4096,19/01/10,ADISTA SAS
109.238.0.0,109.238.15.255,4096,20/01/10,Ikoula Net SAS
109.239.112.0,109.239.127.255,4096,04/02/10,IDLINE SAS
109.239.144.0,109.239.159.255,4096,05/02/10,ASCANIO SASAU
128.78.0.0,128.79.255.255,131072,18/11/11,Bouygues Telecom SA
128.93.0.0,128.93.255.255,65536,05/04/04,
128.127.128.0,128.127.143.255,4096,17/10/11,ADISTA SAS
128.140.128.0,128.140.143.255,4096,11/10/11,Eutelsat S.A.
128.204.224.0,128.204.239.255,4096,13/10/11,IELO-LIAZO SERVICES SAS
129.20.0.0,129.20.255.255,65536,14/07/87,
129.88.0.0,129.88.255.255,65536,15/10/87,
129.102.0.0,129.102.255.255,65536,30/10/87,
129.104.0.0,129.104.255.255,65536,04/11/87,
129.175.0.0,129.175.255.255,65536,12/01/87,
129.181.0.0,129.185.255.255,327680,18/01/88,
129.199.0.0,129.199.255.255,65536,12/02/88,
130.0.96.0,130.0.127.255,8192,14/10/11,Societe Francaise Du Radiotelephone - SFR SA
130.66.0.0,130.66.255.255,65536,01/01/84,
130.79.0.0,130.79.255.255,65536,27/06/88,
130.84.0.0,130.84.255.255,65536,05/07/88,
130.93.0.0,130.93.127.255,32768,09/07/93,INIT SYS SAS
130.93.128.0,130.93.191.255,16384,09/07/93,INIT SYS SAS
130.98.0.0,130.98.255.255,65536,01/04/05,
130.120.0.0,130.120.255.255,65536,01/09/93,
130.180.208.0,130.180.223.255,4096,21/10/11,Free Pro SAS
130.190.0.0,130.190.255.255,65536,20/09/88,
131.254.0.0,131.254.255.255,65536,14/02/89,
132.149.0.0,132.149.255.255,65536,16/02/89,
132.165.0.0,132.165.255.255,65536,27/02/89,
132.166.0.0,132.166.255.255,65536,27/02/89,
132.167.0.0,132.167.255.255,65536,27/02/89,
132.168.0.0,132.168.255.255,65536,27/02/89,
132.169.0.0,132.169.255.255,65536,27/02/89,
132.227.0.0,132.227.255.255,65536,17/03/89,
134.59.0.0,134.59.255.255,65536,05/05/89,
134.157.0.0,134.157.255.255,65536,19/06/89,
134.158.0.0,134.158.255.255,65536,20/06/89,
134.206.0.0,134.206.255.255,65536,21/07/88,
134.212.0.0,134.212.255.255,65536,24/07/89,
134.214.0.0,134.214.255.255,65536,25/07/89,
134.227.0.0,134.227.255.255,65536,03/08/89,
134.246.0.0,134.246.255.255,65536,15/06/88,
135.125.0.0,135.125.255.255,65536,11/10/00,OVH SAS
137.74.0.0,137.74.255.255,65536,23/11/88,OVH SAS
137.121.0.0,137.121.255.255,65536,21/11/89,
137.129.0.0,137.129.255.255,65536,28/11/89,
137.194.0.0,137.194.255.255,65536,21/12/89,
138.21.0.0,138.21.255.255,65536,25/01/90,
138.63.0.0,138.63.255.255,65536,07/02/90,
138.96.0.0,138.96.255.255,65536,23/04/90,
138.102.0.0,138.102.255.255,65536,24/04/90,
138.195.0.0,138.195.255.255,65536,23/05/90,
138.231.0.0,138.231.255.255,65536,05/06/90,
139.54.0.0,139.54.255.255,65536,26/06/90,
139.100.0.0,139.100.255.255,65536,15/02/90,
139.124.0.0,139.124.255.255,65536,12/09/90,
139.158.0.0,139.158.255.255,65536,01/09/93,
139.160.0.0,139.160.255.255,65536,29/12/92,
140.77.0.0,140.77.255.255,65536,09/04/90,
140.93.0.0,140.93.255.255,65536,12/04/90,
140.94.0.0,140.94.255.255,65536,01/09/93,
141.11.0.0,141.11.255.255,65536,26/05/92,VANTIVA SA
141.94.0.0,141.95.255.255,131072,18/02/93,OVH SAS
141.115.0.0,141.115.255.255,65536,17/07/90,
141.175.0.0,141.175.255.255,65536,07/02/95,
141.194.0.0,141.194.255.255,65536,27/07/90,
141.227.0.0,141.227.127.255,32768,05/11/99,
141.227.128.0,141.227.255.255,32768,05/11/99,
141.255.144.0,141.255.159.255,4096,05/07/11,IELO-LIAZO SERVICES SAS
142.44.32.0,142.44.63.255,8192,14/06/91,Outscale SASU
143.126.0.0,143.126.255.255,65536,19/09/90,
143.196.0.0,143.196.255.255,65536,08/10/90,
144.56.0.0,144.56.255.255,65536,13/11/90,
144.165.0.0,144.165.255.255,65536,01/04/05,
144.204.0.0,144.204.255.255,65536,20/12/90,
145.226.0.0,145.226.255.255,65536,13/05/93,
145.231.0.0,145.231.255.255,65536,09/06/93,
145.238.0.0,145.238.255.255,65536,26/07/93,
145.239.0.0,145.239.255.255,65536,03/08/93,OVH SAS
145.240.0.0,145.240.255.255,65536,06/08/93,
145.242.0.0,145.242.255.255,65536,11/08/93,
145.248.0.0,145.248.255.255,65536,08/09/93,
146.59.0.0,146.59.255.255,65536,08/03/94,
146.183.0.0,146.183.255.255,65536,26/02/91,Outscale SASU
146.249.0.0,146.249.255.255,65536,06/03/91,
147.94.0.0,147.94.255.255,65536,19/07/91,
147.98.0.0,147.98.255.255,65536,19/07/91,
